# Data source: VanderSat
# Creation date: 2024-10-22
# Copyright: 2024, VanderSat B.V.
# Documentation: https://docs.vandersat.com/
# Contact information: https://vandersat.com/contact/
# Unit 
date,VOD-AMSR2-C1-DESC_V5.0_1000
2015-09-16,0.2420
2015-09-17,0.2525
2015-09-18,0.2710
2015-09-19,0.2703
2015-09-20,0.2387
2015-09-21,0.2275
2015-09-22,0.1917
2015-09-23,0.2225
2015-09-24,0.2619
2015-09-25,0.2742
2015-09-26,0.2014
2015-09-27,0.1465
2015-09-28,0.1843
2015-09-29,0.2022
2015-09-30,0.2141
2015-10-01,0.1655
2015-10-02,0.1588
2015-10-03,0.2037
2015-10-04,0.2371
2015-10-05,0.2082
2015-10-06,0.2619
2015-10-07,0.2714
2015-10-08,0.2457
2015-10-09,0.2840
2015-10-10,0.2212
2015-10-11,0.2182
2015-10-12,0.1635
2015-10-13,0.2272
2015-10-14,0.2209
2015-10-15,0.2052
2015-10-16,0.2202
2015-10-17,0.2166
2015-10-18,0.2357
2015-10-19,0.1960
2015-10-20,0.1866
2015-10-21,0.2123
2015-10-22,0.2353
2015-10-23,0.3179
2015-10-24,0.2693
2015-10-25,0.2712
2015-10-26,0.2853
2015-10-27,0.3189
2015-10-28,0.2260
2015-10-29,0.2287
2015-10-30,0.2595
2015-10-31,0.2563
2015-11-01,0.2718
2015-11-02,0.2841
2015-11-03,0.2782
2015-11-04,0.3143
2015-11-05,0.3207
2015-11-06,0.3004
2015-11-07,0.3080
2015-11-08,0.2631
2015-11-09,0.3163
2015-11-10,0.3141
2015-11-11,0.3148
2015-11-12,0.3070
2015-11-13,0.2678
2015-11-14,0.2747
2015-11-15,0.3012
2015-11-16,0.3269
2015-11-17,0.2846
2015-11-18,0.3079
2015-11-19,0.2536
2015-11-20,0.2480
2015-11-21,0.2484
2015-11-22,0.2727
2015-11-23,0.2919
2015-11-24,0.2741
2015-11-25,0.2918
2015-11-26,0.2715
2015-11-27,0.2734
2015-11-28,0.2911
2015-11-29,0.2774
2015-11-30,0.2747
2015-12-01,0.2718
2015-12-02,0.2738
2015-12-03,0.2728
2015-12-04,
2015-12-05,0.2483
2015-12-06,0.2241
2015-12-07,0.2149
2015-12-08,0.2154
2015-12-09,0.2367
2015-12-10,0.2465
2015-12-11,0.2677
2015-12-12,0.2885
2015-12-13,0.2843
2015-12-14,0.2713
2015-12-15,0.2407
2015-12-16,0.2273
2015-12-17,0.1958
2015-12-18,0.2162
2015-12-19,0.2135
2015-12-20,0.2239
2015-12-21,0.2192
2015-12-22,0.1995
2015-12-23,0.2201
2015-12-24,0.2089
2015-12-25,0.2201
2015-12-26,0.2026
2015-12-27,0.2148
2015-12-28,0.2126
2015-12-29,0.2179
2015-12-30,0.2091
2015-12-31,0.2025
2016-01-01,0.1997
2016-01-02,0.1982
2016-01-03,0.2030
2016-01-04,0.1755
2016-01-05,0.1942
2016-01-06,0.1744
2016-01-07,0.1566
2016-01-08,0.1607
2016-01-09,0.1810
2016-01-10,0.2096
2016-01-11,0.1870
2016-01-12,0.1875
2016-01-13,0.1632
2016-01-14,0.1695
2016-01-15,0.1646
2016-01-16,0.1343
2016-01-17,0.1769
2016-01-18,0.1722
2016-01-19,0.1796
2016-01-20,0.1203
2016-01-21,0.1677
2016-01-22,0.1620
2016-01-23,0.1917
2016-01-24,0.1173
2016-01-25,0.1440
2016-01-26,0.1236
2016-01-27,0.1756
2016-01-28,0.1550
2016-01-29,0.2129
2016-01-30,0.1812
2016-01-31,0.1552
2016-02-01,0.1140
2016-02-02,0.1478
2016-02-03,0.1217
2016-02-04,0.1645
2016-02-05,0.1681
2016-02-06,0.1681
2016-02-07,0.1369
2016-02-08,0.1208
2016-02-09,0.1196
2016-02-10,0.1333
2016-02-11,0.1515
2016-02-12,0.1578
2016-02-13,0.1684
2016-02-14,0.1423
2016-02-15,0.1419
2016-02-16,0.1933
2016-02-17,0.1764
2016-02-18,0.2173
2016-02-19,0.2105
2016-02-20,0.2419
2016-02-21,0.2179
2016-02-22,0.1804
2016-02-23,0.1841
2016-02-24,0.1472
2016-02-25,0.1495
2016-02-26,0.1312
2016-02-27,0.1894
2016-02-28,0.1939
2016-02-29,0.1348
2016-03-01,0.1672
2016-03-02,0.1653
2016-03-03,0.1947
2016-03-04,0.1496
2016-03-05,0.1587
2016-03-06,0.2086
2016-03-07,0.2684
2016-03-08,0.2567
2016-03-09,0.2374
2016-03-10,0.2249
2016-03-11,0.2038
2016-03-12,0.2488
2016-03-13,0.2208
2016-03-14,0.2896
2016-03-15,0.2774
2016-03-16,0.2864
2016-03-17,0.2536
2016-03-18,0.2918
2016-03-19,0.2666
2016-03-20,0.2215
2016-03-21,0.2531
2016-03-22,0.2533
2016-03-23,0.2419
2016-03-24,0.2550
2016-03-25,0.2584
2016-03-26,0.2288
2016-03-27,0.2447
2016-03-28,0.2510
2016-03-29,0.2389
2016-03-30,0.2856
2016-03-31,0.3026
2016-04-01,0.2695
2016-04-02,0.2493
2016-04-03,0.2437
2016-04-04,0.2593
2016-04-05,0.2159
2016-04-06,0.2731
2016-04-07,0.2256
2016-04-08,0.2719
2016-04-09,0.2532
2016-04-10,0.2452
2016-04-11,0.2561
2016-04-12,0.2450
2016-04-13,0.2533
2016-04-14,0.2347
2016-04-15,0.2409
2016-04-16,0.3168
2016-04-17,0.2838
2016-04-18,0.3417
2016-04-19,0.2839
2016-04-20,0.2705
2016-04-21,0.2158
2016-04-22,0.2488
2016-04-23,0.2108
2016-04-24,0.2342
2016-04-25,0.3337
2016-04-26,0.2985
2016-04-27,0.3075
2016-04-28,0.2040
2016-04-29,0.2098
2016-04-30,0.2202
2016-05-01,0.2460
2016-05-02,0.2252
2016-05-03,0.2481
2016-05-04,0.2214
2016-05-05,0.2039
2016-05-06,0.1903
2016-05-07,0.1841
2016-05-08,0.1960
2016-05-09,0.1848
2016-05-10,0.1974
2016-05-11,0.2173
2016-05-12,0.2021
2016-05-13,0.2611
2016-05-14,0.2277
2016-05-15,0.2315
2016-05-16,0.2096
2016-05-17,0.2225
2016-05-18,0.2041
2016-05-19,0.1859
2016-05-20,0.1707
2016-05-21,0.1742
2016-05-22,0.1619
2016-05-23,0.1135
2016-05-24,0.1476
2016-05-25,0.1337
2016-05-26,0.1794
2016-05-27,0.1958
2016-05-28,0.1469
2016-05-29,0.2018
2016-05-30,0.1624
2016-05-31,0.1941
2016-06-01,0.1869
2016-06-02,0.1815
2016-06-03,0.1564
2016-06-04,0.1553
2016-06-05,0.1582
2016-06-06,0.1406
2016-06-07,0.1743
2016-06-08,0.1309
2016-06-09,0.1626
2016-06-10,0.1681
2016-06-11,0.1252
2016-06-12,0.2080
2016-06-13,0.1693
2016-06-14,0.1700
2016-06-15,0.2160
2016-06-16,0.1847
2016-06-17,0.1891
2016-06-18,0.1852
2016-06-19,0.2164
2016-06-20,0.1853
2016-06-21,0.2144
2016-06-22,0.2174
2016-06-23,0.2502
2016-06-24,0.2090
2016-06-25,0.2158
2016-06-26,0.2063
2016-06-27,0.2223
2016-06-28,0.2724
2016-06-29,0.2176
2016-06-30,0.2690
2016-07-01,0.2493
2016-07-02,0.2114
2016-07-03,0.2110
2016-07-04,0.2581
2016-07-05,0.2229
2016-07-06,0.2653
2016-07-07,0.3085
2016-07-08,0.3101
2016-07-09,0.2494
2016-07-10,0.2655
2016-07-11,0.2723
2016-07-12,0.3008
2016-07-13,0.2505
2016-07-14,0.3191
2016-07-15,0.3161
2016-07-16,0.3068
2016-07-17,0.3137
2016-07-18,0.3229
2016-07-19,0.2886
2016-07-20,0.2798
2016-07-21,0.2997
2016-07-22,0.2995
2016-07-23,0.2393
2016-07-24,0.2771
2016-07-25,0.3301
2016-07-26,0.3076
2016-07-27,0.3099
2016-07-28,0.3138
2016-07-29,0.3293
2016-07-30,0.3330
2016-07-31,0.2741
2016-08-01,0.2797
2016-08-02,0.3238
2016-08-03,0.2719
2016-08-04,0.2748
2016-08-05,0.3179
2016-08-06,0.2884
2016-08-07,0.2521
2016-08-08,0.2615
2016-08-09,0.2505
2016-08-10,0.2621
2016-08-11,0.3818
2016-08-12,0.2901
2016-08-13,0.3335
2016-08-14,0.3132
2016-08-15,0.2649
2016-08-16,0.2905
2016-08-17,0.3033
2016-08-18,0.2149
2016-08-19,0.2765
2016-08-20,0.2933
2016-08-21,0.3300
2016-08-22,0.2446
2016-08-23,0.2665
2016-08-24,0.2628
2016-08-25,0.2474
2016-08-26,0.2829
2016-08-27,0.2724
2016-08-28,0.2767
2016-08-29,0.2417
2016-08-30,0.2791
2016-08-31,0.2496
2016-09-01,0.2441
2016-09-02,0.2322
2016-09-03,0.2258
2016-09-04,0.2206
2016-09-05,0.3542
2016-09-06,0.3083
2016-09-07,0.3120
2016-09-08,0.3562
2016-09-09,0.3334
2016-09-10,0.3359
2016-09-11,0.2827
2016-09-12,0.2531
2016-09-13,0.2576
2016-09-14,0.2931
2016-09-15,0.2780
2016-09-16,0.3558
2016-09-17,0.3301
2016-09-18,0.2178
2016-09-19,0.2282
2016-09-20,0.2317
2016-09-21,0.2372
2016-09-22,0.2362
2016-09-23,0.2606
2016-09-24,0.4018
2016-09-25,0.3347
2016-09-26,0.2373
2016-09-27,0.2980
2016-09-28,0.2722
2016-09-29,0.2819
2016-09-30,0.1945
2016-10-01,0.2327
2016-10-02,0.2536
2016-10-03,0.2273
2016-10-04,0.2930
2016-10-05,0.2407
2016-10-06,0.2287
2016-10-07,0.2205
2016-10-08,0.2732
2016-10-09,0.2630
2016-10-10,0.2473
2016-10-11,0.2202
2016-10-12,0.2736
2016-10-13,0.2552
2016-10-14,0.2190
2016-10-15,0.1905
2016-10-16,0.2286
2016-10-17,0.2540
2016-10-18,0.2867
2016-10-19,0.2430
2016-10-20,0.2684
2016-10-21,0.2639
2016-10-22,0.2779
2016-10-23,0.2597
2016-10-24,0.2862
2016-10-25,0.2503
2016-10-26,0.3403
2016-10-27,0.2937
2016-10-28,0.2590
2016-10-29,0.2478
2016-10-30,0.2525
2016-10-31,0.2819
2016-11-01,0.2909
2016-11-02,0.2784
2016-11-03,0.2886
2016-11-04,0.2917
2016-11-05,0.3004
2016-11-06,0.2795
2016-11-07,0.2397
2016-11-08,0.2837
2016-11-09,0.3084
2016-11-10,0.2681
2016-11-11,0.2775
2016-11-12,0.2668
2016-11-13,0.2777
2016-11-14,0.2918
2016-11-15,0.2421
2016-11-16,0.2317
2016-11-17,0.2386
2016-11-18,0.2699
2016-11-19,0.2405
2016-11-20,0.2567
2016-11-21,0.2850
2016-11-22,0.2907
2016-11-23,0.2885
2016-11-24,0.3002
2016-11-25,0.3019
2016-11-26,0.2805
2016-11-27,0.3097
2016-11-28,0.3228
2016-11-29,0.2424
2016-11-30,0.2604
2016-12-01,0.2891
2016-12-02,0.2836
2016-12-03,0.2824
2016-12-04,0.2904
2016-12-05,0.2632
2016-12-06,0.2140
2016-12-07,0.1821
2016-12-08,0.1791
2016-12-09,0.1752
2016-12-10,0.1651
2016-12-11,0.2000
2016-12-12,0.2040
2016-12-13,0.1799
2016-12-14,0.1493
2016-12-15,0.1464
2016-12-16,0.1504
2016-12-17,0.1344
2016-12-18,0.1447
2016-12-19,0.1508
2016-12-20,0.1552
2016-12-21,0.1253
2016-12-22,0.1349
2016-12-23,0.1325
2016-12-24,0.1276
2016-12-25,0.1155
2016-12-26,0.0727
2016-12-27,0.1182
2016-12-28,0.1005
2016-12-29,0.1067
2016-12-30,0.0856
2016-12-31,0.1110
2017-01-01,0.0988
2017-01-02,0.0937
2017-01-03,0.0988
2017-01-04,0.0972
2017-01-05,0.1066
2017-01-06,0.1180
2017-01-07,0.1046
2017-01-08,0.0889
2017-01-09,0.0999
2017-01-10,0.1020
2017-01-11,0.0988
2017-01-12,0.1054
2017-01-13,0.0494
2017-01-14,0.0786
2017-01-15,0.0527
2017-01-16,0.0776
2017-01-17,0.0700
2017-01-18,0.0943
2017-01-19,0.1015
2017-01-20,0.0333
2017-01-21,0.0484
2017-01-22,0.0925
2017-01-23,0.1428
2017-01-24,0.1018
2017-01-25,0.1147
2017-01-26,0.1407
2017-01-27,0.0848
2017-01-28,0.1273
2017-01-29,0.0688
2017-01-30,0.1055
2017-01-31,0.1035
2017-02-01,0.0746
2017-02-02,0.0671
2017-02-03,0.0615
2017-02-04,0.0938
2017-02-05,0.0813
2017-02-06,0.1272
2017-02-07,
2017-02-08,0.1073
2017-02-09,0.0849
2017-02-10,0.0721
2017-02-11,0.1300
2017-02-12,0.0771
2017-02-13,0.1232
2017-02-14,0.1210
2017-02-15,0.1163
2017-02-16,0.1602
2017-02-17,0.1729
2017-02-18,0.1857
2017-02-19,0.1991
2017-02-20,0.1787
2017-02-21,0.2210
2017-02-22,0.2498
2017-02-23,0.2129
2017-02-24,0.1567
2017-02-25,0.1212
2017-02-26,0.1347
2017-02-27,0.1230
2017-02-28,0.1212
2017-03-01,0.1422
2017-03-02,0.1226
2017-03-03,0.1222
2017-03-04,0.1338
2017-03-05,0.2006
2017-03-06,0.1913
2017-03-07,0.1213
2017-03-08,0.1067
2017-03-09,0.1246
2017-03-10,0.1466
2017-03-11,0.1186
2017-03-12,0.1405
2017-03-13,0.1435
2017-03-14,0.1365
2017-03-15,0.1261
2017-03-16,0.1682
2017-03-17,0.2371
2017-03-18,0.1710
2017-03-19,0.1723
2017-03-20,0.2459
2017-03-21,0.1928
2017-03-22,0.1562
2017-03-23,0.1783
2017-03-24,0.2711
2017-03-25,0.2142
2017-03-26,0.2163
2017-03-27,0.2800
2017-03-28,0.2778
2017-03-29,0.2946
2017-03-30,0.2306
2017-03-31,0.2470
2017-04-01,0.2696
2017-04-02,0.2092
2017-04-03,0.2831
2017-04-04,0.2939
2017-04-05,0.2922
2017-04-06,0.2956
2017-04-07,0.2159
2017-04-08,0.2196
2017-04-09,0.2860
2017-04-10,0.2519
2017-04-11,0.2826
2017-04-12,0.2946
2017-04-13,0.2942
2017-04-14,0.2738
2017-04-15,0.2544
2017-04-16,0.2649
2017-04-17,0.2482
2017-04-18,0.3040
2017-04-19,0.3026
2017-04-20,0.2863
2017-04-21,0.2913
2017-04-22,0.2924
2017-04-23,0.2593
2017-04-24,0.2559
2017-04-25,0.2637
2017-04-26,0.2508
2017-04-27,0.2989
2017-04-28,0.3018
2017-04-29,0.2866
2017-04-30,0.2756
2017-05-01,0.2436
2017-05-02,0.2527
2017-05-03,0.2530
2017-05-04,0.2800
2017-05-05,0.2554
2017-05-06,0.2171
2017-05-07,0.2079
2017-05-08,0.1886
2017-05-09,0.2177
2017-05-10,0.2016
2017-05-11,0.2204
2017-05-12,0.1929
2017-05-13,0.1925
2017-05-14,0.2063
2017-05-15,0.1805
2017-05-16,0.2052
2017-05-17,0.1964
2017-05-18,0.2161
2017-05-19,0.2183
2017-05-20,0.2025
2017-05-21,0.2259
2017-05-22,0.2004
2017-05-23,0.2055
2017-05-24,0.2028
2017-05-25,0.2018
2017-05-26,0.1750
2017-05-27,0.1991
2017-05-28,0.1498
2017-05-29,0.1746
2017-05-30,0.2103
2017-05-31,0.1895
2017-06-01,0.1747
2017-06-02,0.1595
2017-06-03,0.1296
2017-06-04,0.1398
2017-06-05,0.1389
2017-06-06,0.1493
2017-06-07,0.1591
2017-06-08,0.1671
2017-06-09,0.1235
2017-06-10,0.1232
2017-06-11,0.1116
2017-06-12,0.1505
2017-06-13,0.1291
2017-06-14,0.1729
2017-06-15,0.1617
2017-06-16,0.1380
2017-06-17,0.1696
2017-06-18,0.1835
2017-06-19,0.1791
2017-06-20,0.1724
2017-06-21,0.1570
2017-06-22,0.1573
2017-06-23,0.1556
2017-06-24,0.1956
2017-06-25,0.1842
2017-06-26,0.2194
2017-06-27,0.1511
2017-06-28,0.1810
2017-06-29,0.1800
2017-06-30,0.2221
2017-07-01,0.1738
2017-07-02,0.2061
2017-07-03,0.1914
2017-07-04,0.2003
2017-07-05,0.2093
2017-07-06,0.1803
2017-07-07,0.1964
2017-07-08,0.2236
2017-07-09,0.1345
2017-07-10,0.2166
2017-07-11,0.1705
2017-07-12,0.2514
2017-07-13,0.2460
2017-07-14,0.2312
2017-07-15,0.2254
2017-07-16,0.2328
2017-07-17,0.1993
2017-07-18,0.2039
2017-07-19,0.2573
2017-07-20,0.2811
2017-07-21,0.2181
2017-07-22,0.2886
2017-07-23,0.2832
2017-07-24,0.2395
2017-07-25,0.2472
2017-07-26,0.2570
2017-07-27,0.2445
2017-07-28,0.2482
2017-07-29,0.2789
2017-07-30,0.2590
2017-07-31,0.2567
2017-08-01,0.2461
2017-08-02,0.2183
2017-08-03,0.3525
2017-08-04,0.3376
2017-08-05,0.2526
2017-08-06,0.3105
2017-08-07,0.3453
2017-08-08,0.3006
2017-08-09,0.2933
2017-08-10,0.3390
2017-08-11,0.3204
2017-08-12,0.2853
2017-08-13,0.3339
2017-08-14,0.3510
2017-08-15,0.3059
2017-08-16,0.3521
2017-08-17,0.3331
2017-08-18,0.3020
2017-08-19,0.2856
2017-08-20,0.2510
2017-08-21,0.2572
2017-08-22,0.2918
2017-08-23,0.2883
2017-08-24,0.2966
2017-08-25,0.2435
2017-08-26,0.3218
2017-08-27,0.3309
2017-08-28,0.2706
2017-08-29,0.2734
2017-08-30,0.2561
2017-08-31,0.2550
2017-09-01,0.2362
2017-09-02,0.2459
2017-09-03,0.2569
2017-09-04,0.2000
2017-09-05,0.2739
2017-09-06,0.2676
2017-09-07,0.2567
2017-09-08,0.2433
2017-09-09,0.2660
2017-09-10,0.2304
2017-09-11,0.2067
2017-09-12,0.2467
2017-09-13,0.2020
2017-09-14,0.1836
2017-09-15,0.2547
2017-09-16,0.4760
2017-09-17,0.3591
2017-09-18,0.3405
2017-09-19,0.2314
2017-09-20,0.3052
2017-09-21,0.2210
2017-09-22,0.2602
2017-09-23,0.2690
2017-09-24,0.4038
2017-09-25,0.3193
2017-09-26,0.3012
2017-09-27,0.3386
2017-09-28,
2017-09-29,0.3028
2017-09-30,0.2534
2017-10-01,0.2133
2017-10-02,0.2690
2017-10-03,0.2403
2017-10-04,0.2379
2017-10-05,0.2710
2017-10-06,0.2844
2017-10-07,0.2490
2017-10-08,0.1717
2017-10-09,0.2013
2017-10-10,0.2345
2017-10-11,0.2231
2017-10-12,0.2302
2017-10-13,0.2314
2017-10-14,0.2370
2017-10-15,0.2466
2017-10-16,0.2550
2017-10-17,0.2346
2017-10-18,0.1804
2017-10-19,0.2125
2017-10-20,0.2247
2017-10-21,0.1962
2017-10-22,0.2094
2017-10-23,0.1796
2017-10-24,0.2260
2017-10-25,0.2078
2017-10-26,0.1893
2017-10-27,0.2230
2017-10-28,0.2272
2017-10-29,0.2155
2017-10-30,0.2202
2017-10-31,0.2230
2017-11-01,0.2336
2017-11-02,0.2747
2017-11-03,0.2132
2017-11-04,0.2579
2017-11-05,0.2074
2017-11-06,0.1807
2017-11-07,0.1890
2017-11-08,0.2056
2017-11-09,0.2150
2017-11-10,0.2121
2017-11-11,0.1976
2017-11-12,0.2174
2017-11-13,0.2139
2017-11-14,0.2294
2017-11-15,0.1860
2017-11-16,0.1882
2017-11-17,0.1993
2017-11-18,0.1803
2017-11-19,0.2030
2017-11-20,0.2008
2017-11-21,0.1954
2017-11-22,0.2270
2017-11-23,0.2558
2017-11-24,0.2296
2017-11-25,0.2088
2017-11-26,0.2150
2017-11-27,0.1958
2017-11-28,0.2319
2017-11-29,0.2170
2017-11-30,0.2372
2017-12-01,0.2247
2017-12-02,0.2333
2017-12-03,0.2293
2017-12-04,0.2357
2017-12-05,0.2306
2017-12-06,0.2208
2017-12-07,0.2438
2017-12-08,0.2538
2017-12-09,0.2252
2017-12-10,0.2229
2017-12-11,0.1649
2017-12-12,0.2044
2017-12-13,0.1624
2017-12-14,0.2062
2017-12-15,0.2123
2017-12-16,0.2182
2017-12-17,0.2037
2017-12-18,0.2155
2017-12-19,0.1985
2017-12-20,0.1897
2017-12-21,0.2285
2017-12-22,0.2328
2017-12-23,0.2403
2017-12-24,0.2299
2017-12-25,0.2322
2017-12-26,0.2435
2017-12-27,0.2543
2017-12-28,0.2455
2017-12-29,0.2228
2017-12-30,0.2498
2017-12-31,0.2389
2018-01-01,0.2448
2018-01-02,0.2391
2018-01-03,0.1959
2018-01-04,0.1903
2018-01-05,0.1861
2018-01-06,0.1995
2018-01-07,0.1580
2018-01-08,0.1493
2018-01-09,0.1513
2018-01-10,0.1543
2018-01-11,0.1371
2018-01-12,0.1460
2018-01-13,0.1547
2018-01-14,0.1542
2018-01-15,0.1600
2018-01-16,0.1617
2018-01-17,0.1691
2018-01-18,0.1512
2018-01-19,0.1446
2018-01-20,0.1034
2018-01-21,0.0907
2018-01-22,0.0832
2018-01-23,0.0802
2018-01-24,0.0945
2018-01-25,0.0834
2018-01-26,0.0977
2018-01-27,0.0915
2018-01-28,0.1138
2018-01-29,0.1039
2018-01-30,0.1110
2018-01-31,0.1000
2018-02-01,0.1084
2018-02-02,0.1274
2018-02-03,0.1206
2018-02-04,0.1247
2018-02-05,0.1322
2018-02-06,0.1238
2018-02-07,0.1314
2018-02-08,0.1368
2018-02-09,0.1404
2018-02-10,0.1339
2018-02-11,0.1472
2018-02-12,0.1360
2018-02-13,0.1391
2018-02-14,0.1422
2018-02-15,0.1062
2018-02-16,0.1239
2018-02-17,0.0962
2018-02-18,0.1089
2018-02-19,0.1073
2018-02-20,0.1186
2018-02-21,0.1312
2018-02-22,0.1298
2018-02-23,0.1260
2018-02-24,0.1349
2018-02-25,0.1470
2018-02-26,0.1120
2018-02-27,0.1166
2018-02-28,0.1087
2018-03-01,0.1117
2018-03-02,0.1196
2018-03-03,0.1132
2018-03-04,0.1453
2018-03-05,0.0916
2018-03-06,0.1385
2018-03-07,0.0925
2018-03-08,0.1013
2018-03-09,0.0992
2018-03-10,0.0922
2018-03-11,0.0875
2018-03-12,0.1138
2018-03-13,0.1117
2018-03-14,0.1018
2018-03-15,0.1301
2018-03-16,0.1087
2018-03-17,0.1014
2018-03-18,0.1419
2018-03-19,0.1658
2018-03-20,0.1671
2018-03-21,0.1543
2018-03-22,0.1622
2018-03-23,0.1873
2018-03-24,0.1368
2018-03-25,0.1466
2018-03-26,0.1387
2018-03-27,0.1469
2018-03-28,0.1439
2018-03-29,0.1203
2018-03-30,0.1728
2018-03-31,0.1126
2018-04-01,0.0749
2018-04-02,0.0912
2018-04-03,0.0834
2018-04-04,0.0657
2018-04-05,0.0945
2018-04-06,0.0682
2018-04-07,0.0697
2018-04-08,0.0801
2018-04-09,0.1040
2018-04-10,0.0813
2018-04-11,0.1506
2018-04-12,0.2173
2018-04-13,0.2094
2018-04-14,0.1073
2018-04-15,0.1109
2018-04-16,0.1309
2018-04-17,0.1432
2018-04-18,0.2454
2018-04-19,0.2266
2018-04-20,0.2365
2018-04-21,0.2650
2018-04-22,0.2412
2018-04-23,0.2380
2018-04-24,0.2401
2018-04-25,0.2307
2018-04-26,0.1866
2018-04-27,0.1843
2018-04-28,0.2520
2018-04-29,0.1950
2018-04-30,0.2231
2018-05-01,0.2280
2018-05-02,0.2587
2018-05-03,0.2546
2018-05-04,0.2181
2018-05-05,0.1982
2018-05-06,0.2049
2018-05-07,0.2146
2018-05-08,0.1851
2018-05-09,0.2167
2018-05-10,0.1952
2018-05-11,0.1953
2018-05-12,0.2103
2018-05-13,0.2003
2018-05-14,0.2024
2018-05-15,0.2017
2018-05-16,0.2058
2018-05-17,0.1644
2018-05-18,0.1858
2018-05-19,0.1941
2018-05-20,0.2167
2018-05-21,0.1986
2018-05-22,0.1822
2018-05-23,0.1764
2018-05-24,0.1853
2018-05-25,0.1703
2018-05-26,0.1722
2018-05-27,0.0932
2018-05-28,0.1415
2018-05-29,0.1455
2018-05-30,0.1357
2018-05-31,0.1493
2018-06-01,0.1235
2018-06-02,0.1746
2018-06-03,0.1456
2018-06-04,0.1666
2018-06-05,0.1121
2018-06-06,0.1544
2018-06-07,0.1273
2018-06-08,0.1433
2018-06-09,0.1909
2018-06-10,0.1434
2018-06-11,0.1765
2018-06-12,0.1518
2018-06-13,0.1797
2018-06-14,0.1489
2018-06-15,0.1645
2018-06-16,0.1556
2018-06-17,0.2296
2018-06-18,0.2521
2018-06-19,0.1839
2018-06-20,0.2124
2018-06-21,0.2026
2018-06-22,0.1944
2018-06-23,0.2062
2018-06-24,0.2428
2018-06-25,0.2788
2018-06-26,0.2619
2018-06-27,0.2655
2018-06-28,0.2271
2018-06-29,0.3230
2018-06-30,0.2825
2018-07-01,0.2784
2018-07-02,0.2415
2018-07-03,0.2591
2018-07-04,0.3114
2018-07-05,0.2898
2018-07-06,0.2975
2018-07-07,0.2763
2018-07-08,0.1895
2018-07-09,0.2851
2018-07-10,0.2531
2018-07-11,0.2549
2018-07-12,0.2711
2018-07-13,0.3295
2018-07-14,0.2797
2018-07-15,0.2898
2018-07-16,0.2990
2018-07-17,0.3029
2018-07-18,0.2864
2018-07-19,0.2742
2018-07-20,0.3810
2018-07-21,0.3320
2018-07-22,0.3230
2018-07-23,0.3393
2018-07-24,0.3183
2018-07-25,0.3126
2018-07-26,0.3175
2018-07-27,0.3467
2018-07-28,0.3400
2018-07-29,0.3438
2018-07-30,0.3460
2018-07-31,0.2894
2018-08-01,0.2906
2018-08-02,0.3083
2018-08-03,0.2767
2018-08-04,0.2360
2018-08-05,0.3014
2018-08-06,0.2734
2018-08-07,0.3289
2018-08-08,0.2335
2018-08-09,0.2731
2018-08-10,0.2739
2018-08-11,0.2543
2018-08-12,0.2438
2018-08-13,0.1993
2018-08-14,0.2760
2018-08-15,0.2340
2018-08-16,0.2390
2018-08-17,0.2447
2018-08-18,0.2121
2018-08-19,0.1852
2018-08-20,0.2566
2018-08-21,0.2225
2018-08-22,0.2335
2018-08-23,0.2585
2018-08-24,0.2587
2018-08-25,0.2478
2018-08-26,0.2664
2018-08-27,0.3308
2018-08-28,0.3692
2018-08-29,0.3322
2018-08-30,0.2748
2018-08-31,0.2188
2018-09-01,0.2653
2018-09-02,0.2418
2018-09-03,0.2576
2018-09-04,0.2280
2018-09-05,0.2328
2018-09-06,0.2400
2018-09-07,0.2388
2018-09-08,0.2176
2018-09-09,0.2160
2018-09-10,0.2366
2018-09-11,0.2198
2018-09-12,0.1969
2018-09-13,0.2395
2018-09-14,0.2233
2018-09-15,0.2423
2018-09-16,0.2548
2018-09-17,0.1872
2018-09-18,0.2571
2018-09-19,0.1984
2018-09-20,0.1877
2018-09-21,0.4046
2018-09-22,0.2455
2018-09-23,0.2444
2018-09-24,0.2954
2018-09-25,0.2726
2018-09-26,0.2857
2018-09-27,0.2054
2018-09-28,0.2472
2018-09-29,0.2113
2018-09-30,0.2579
2018-10-01,0.2766
2018-10-02,0.2577
2018-10-03,0.3128
2018-10-04,0.2551
2018-10-05,0.4160
2018-10-06,0.3146
2018-10-07,0.2622
2018-10-08,0.3635
2018-10-09,0.3588
2018-10-10,0.3138
2018-10-11,0.2798
2018-10-12,0.2608
2018-10-13,0.2161
2018-10-14,0.2484
2018-10-15,0.2562
2018-10-16,0.2611
2018-10-17,0.2931
2018-10-18,0.3084
2018-10-19,0.2714
2018-10-20,0.2538
2018-10-21,0.2712
2018-10-22,0.2736
2018-10-23,0.2743
2018-10-24,0.2851
2018-10-25,0.2953
2018-10-26,0.2992
2018-10-27,0.2894
2018-10-28,0.2624
2018-10-29,0.2658
2018-10-30,0.2920
2018-10-31,0.2688
2018-11-01,0.2881
2018-11-02,0.2886
2018-11-03,0.3488
2018-11-04,0.3153
2018-11-05,0.2833
2018-11-06,0.3129
2018-11-07,0.2721
2018-11-08,0.2778
2018-11-09,0.2782
2018-11-10,0.2790
2018-11-11,0.2754
2018-11-12,0.2731
2018-11-13,0.2496
2018-11-14,0.2473
2018-11-15,0.2197
2018-11-16,0.2303
